Price History: TLT-US,,,,,,,,,,
,,,,,,,,,,
.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Price,CVol,% Change,Open,Low,High,NAV,Total Return (Gross),% Return,Cumulative Return %
05/02/23,105.70,30057760,2.49,104.00,103.89,105.70,105.51,169.02,2.49,93.45
05/03/23,106.29,23656170,0.56,106.00,105.28,106.60,106.20,169.96,0.56,94.53
05/04/23,105.24,25110470,-0.99,105.22,105.15,106.45,105.19,168.28,-0.99,92.61
05/05/23,104.89,15096460,-0.33,104.35,104.11,104.90,104.74,167.72,-0.33,91.97
05/08/23,103.42,20587040,-1.40,103.52,103.32,103.87,103.36,165.37,-1.40,89.28
05/09/23,103.05,19182510,-0.36,103.50,103.00,103.64,102.94,164.78,-0.36,88.60
05/10/23,104.05,22886810,0.97,103.67,103.64,104.24,103.96,166.38,0.97,90.43
05/11/23,105.15,19147220,1.06,105.30,104.72,105.52,105.00,168.14,1.06,92.44
05/12/23,104.27,14198540,-0.84,105.05,104.25,105.25,104.18,166.73,-0.84,90.83
05/15/23,103.19,20085300,-1.04,103.39,103.12,103.47,103.12,165.00,-1.04,88.86
05/16/23,102.88,29251700,-0.30,102.40,102.11,102.90,102.73,164.51,-0.30,88.29
05/17/23,102.58,21340890,-0.29,103.08,102.35,103.16,102.50,164.03,-0.29,87.74
05/18/23,101.82,25536610,-0.74,102.20,101.75,102.26,101.69,162.81,-0.74,86.35
05/19/23,101.10,29038020,-0.71,101.26,100.93,101.86,100.98,161.66,-0.71,85.03
05/22/23,100.74,20131110,-0.36,101.25,100.67,101.71,100.67,161.09,-0.36,84.37
05/23/23,101.03,21749470,0.29,100.43,100.28,101.25,100.89,161.55,0.29,84.90
05/24/23,100.53,18473350,-0.49,101.28,100.53,101.36,100.46,160.75,-0.49,83.99
05/25/23,100.28,22492820,-0.25,100.70,100.03,100.80,100.17,160.35,-0.25,83.53
05/26/23,101.09,17030270,0.81,100.12,100.00,101.17,100.87,161.65,0.81,85.01
05/30/23,102.10,23125160,1.00,101.40,101.25,102.24,101.95,163.26,1.00,86.86
05/31/23,102.99,23787030,0.87,101.99,101.87,103.18,102.88,164.68,0.87,88.49
06/01/23,103.12,21040380,0.13,103.28,102.63,103.63,102.92,165.33,0.39,89.23
06/02/23,101.99,19136520,-1.10,103.00,101.94,103.07,101.89,163.52,-1.10,87.15
06/05/23,101.80,14433170,-0.19,101.35,101.21,102.44,101.74,163.21,-0.19,86.81
06/06/23,102.40,14332120,0.59,101.84,101.39,102.47,102.29,164.17,0.59,87.91
06/07/23,100.88,25251100,-1.48,102.17,100.78,102.43,100.82,161.74,-1.48,85.12
06/08/23,102.06,23848660,1.17,100.87,100.80,102.14,101.91,163.63,1.17,87.28
06/09/23,101.92,22148560,-0.14,101.60,101.34,102.27,101.86,163.40,-0.14,87.03
06/12/23,102.22,19024130,0.29,102.24,101.12,102.30,102.11,163.89,0.29,87.58
06/13/23,101.21,25910830,-0.99,102.11,100.97,102.33,101.15,162.27,-0.99,85.72
06/14/23,102.02,29094240,0.80,101.63,101.46,102.29,101.91,163.56,0.80,87.21
06/15/23,103.00,25731990,0.96,103.03,102.60,103.63,102.84,165.14,0.96,89.01
06/16/23,102.60,16759080,-0.39,102.44,102.03,102.83,102.55,164.49,-0.39,88.27
06/20/23,103.31,17163970,0.69,103.11,103.11,103.66,103.25,165.63,0.69,89.58
06/21/23,103.56,19720140,0.24,102.81,102.34,103.65,103.54,166.03,0.24,90.03
06/22/23,102.31,23633350,-1.21,102.80,102.20,103.25,102.22,164.03,-1.21,87.74
06/23/23,103.33,22901920,1.00,103.83,102.98,103.95,103.19,165.66,1.00,89.61
06/26/23,103.44,12894940,0.11,103.62,103.16,103.80,103.37,165.84,0.11,89.81
06/27/23,103.17,18105690,-0.26,103.59,102.76,103.95,103.06,165.41,-0.26,89.32
06/28/23,103.61,23826810,0.43,103.41,102.83,103.84,103.55,166.11,0.43,90.13
06/29/23,101.74,41091620,-1.80,102.17,101.45,102.34,101.67,163.12,-1.80,86.70
06/30/23,102.94,32024910,1.18,102.06,101.87,103.06,102.78,165.04,1.18,88.90
07/03/23,102.08,15991670,-0.84,102.84,102.06,103.26,102.03,164.11,-0.57,87.83
07/05/23,101.11,28170290,-0.95,101.89,100.74,102.00,101.04,162.55,-0.95,86.04
07/06/23,99.68,41375740,-1.41,100.20,99.47,100.38,99.63,160.25,-1.41,83.41
07/07/23,99.08,28996480,-0.60,99.18,98.99,99.60,98.99,159.28,-0.60,82.31
07/10/23,99.21,24665200,0.13,98.86,98.85,99.53,99.13,159.49,0.13,82.55
07/11/23,99.72,20491150,0.51,99.57,99.29,99.97,99.59,160.31,0.51,83.49
07/12/23,100.83,31927960,1.11,100.10,99.77,101.12,100.75,162.10,1.11,85.53
07/13/23,101.89,32441490,1.05,101.31,101.03,101.97,101.72,163.80,1.05,87.48
07/14/23,101.29,18568970,-0.59,101.72,101.24,101.94,101.24,162.84,-0.59,86.37
07/17/23,101.34,18828250,0.05,101.23,100.92,101.49,101.27,162.92,0.05,86.47
07/18/23,101.80,15412760,0.45,101.80,101.57,102.07,101.73,163.66,0.45,87.31
07/19/23,102.95,27192460,1.13,102.00,101.73,102.98,102.90,165.50,1.13,89.43
07/20/23,101.70,56951190,-1.21,102.22,101.28,102.31,101.57,163.49,-1.21,87.13
07/21/23,101.73,20657450,0.03,102.16,101.63,102.35,101.65,163.54,0.03,87.18
07/24/23,101.36,17546710,-0.36,101.99,101.30,102.15,101.30,162.95,-0.36,86.50
07/25/23,101.17,17160560,-0.19,100.83,100.80,101.50,101.10,162.64,-0.19,86.15
07/26/23,101.27,19310660,0.10,101.68,100.93,101.69,101.18,162.80,0.10,86.34
07/27/23,99.30,44794390,-1.95,100.71,98.91,100.93,99.25,159.64,-1.95,82.71
07/28/23,99.81,27433970,0.51,99.40,99.15,99.86,99.73,160.46,0.51,83.65
07/31/23,100.05,28665160,0.24,99.65,99.62,100.33,100.00,160.84,0.24,84.09
08/01/23,98.14,34985340,-1.91,98.84,97.90,98.92,98.10,158.21,-1.63,81.09
08/02/23,97.09,38121260,-1.07,97.04,96.41,97.24,97.07,156.52,-1.07,79.15
08/03/23,94.85,59449680,-2.31,95.19,94.54,95.32,94.82,152.91,-2.31,75.01
08/04/23,96.53,42071832,1.77,95.15,95.13,96.68,96.45,155.62,1.77,78.11
08/07/23,95.58,35862880,-0.98,96.11,95.50,96.20,95.54,154.09,-0.98,76.36
08/08/23,96.69,24010510,1.16,96.86,96.44,97.37,96.63,155.88,1.16,78.41
08/09/23,97.19,20151130,0.52,96.88,96.84,97.29,97.13,156.68,0.52,79.33
08/10/23,95.59,37253246,-1.65,97.04,95.59,97.36,95.55,154.10,-1.65,76.38
08/11/23,95.37,26753470,-0.23,95.30,95.20,95.87,95.29,153.75,-0.23,75.97
08/14/23,95.16,19071970,-0.22,95.21,94.90,95.93,95.13,153.41,-0.22,75.59
08/15/23,94.58,24125030,-0.61,94.80,94.56,95.20,94.54,152.48,-0.61,74.52
08/16/23,93.84,23076660,-0.78,94.28,93.72,94.79,93.83,151.28,-0.78,73.15
08/17/23,93.44,32244850,-0.43,93.50,93.02,93.61,93.39,150.64,-0.43,72.41
08/18/23,93.77,24181710,0.35,93.43,93.30,94.19,93.70,151.17,0.35,73.02
08/21/23,92.52,29254120,-1.33,92.66,92.23,92.76,92.48,149.15,-1.33,70.72
08/22/23,93.23,21323070,0.77,92.64,92.46,93.28,93.16,150.30,0.77,72.03
08/23/23,95.54,38294660,2.48,94.30,94.23,95.55,95.44,154.02,2.48,76.29
08/24/23,94.91,22300820,-0.66,95.13,94.89,95.55,94.85,153.01,-0.66,75.13
08/25/23,95.22,23865210,0.33,94.66,94.51,95.51,95.13,153.51,0.33,75.70
08/28/23,95.32,16037350,0.11,95.65,94.89,95.66,95.26,153.67,0.11,75.88
08/29/23,96.31,28478120,1.04,94.97,94.94,96.51,96.24,155.26,1.04,77.71
08/30/23,96.21,17550110,-0.10,96.16,95.88,96.40,96.19,155.10,-0.10,77.52
08/31/23,96.64,26959670,0.45,96.54,96.43,97.05,96.58,155.80,0.45,78.32
09/01/23,94.85,32469680,-1.85,95.80,94.62,95.82,94.80,153.38,-1.55,75.55
09/05/23,93.52,29435890,-1.40,94.28,93.49,94.29,93.52,151.23,-1.40,73.09
09/06/23,93.75,23609040,0.25,94.09,93.46,94.11,93.72,151.60,0.25,73.51
09/07/23,94.01,18091460,0.28,94.00,93.68,94.07,93.92,152.02,0.28,73.99
09/08/23,94.37,17054180,0.38,94.38,94.17,94.90,94.31,152.60,0.38,74.66
09/11/23,93.69,17061470,-0.72,93.70,93.55,93.98,93.64,151.50,-0.72,73.40
09/12/23,94.23,20034330,0.58,93.89,93.58,94.24,94.16,152.37,0.58,74.40
09/13/23,94.21,23332280,-0.02,93.92,93.82,94.53,94.17,152.34,-0.02,74.36
09/14/23,93.53,27800620,-0.72,93.94,93.40,94.21,93.48,151.24,-0.72,73.10
09/15/23,92.96,25642920,-0.61,93.46,92.96,93.48,92.96,150.32,-0.61,72.05
09/18/23,93.49,17963380,0.57,92.85,92.82,93.53,93.44,151.18,0.57,73.03
09/19/23,92.80,24947680,-0.74,93.08,92.80,93.43,92.82,150.06,-0.74,71.75
09/20/23,93.09,29451160,0.31,93.29,93.04,93.60,93.04,150.53,0.31,72.29
09/21/23,90.70,59958754,-2.57,91.29,90.69,91.37,90.65,146.66,-2.57,67.87
09/22/23,91.43,29530320,0.80,90.81,90.67,91.61,91.40,147.85,0.80,69.22
09/25/23,89.18,45587910,-2.46,89.66,89.15,90.04,89.16,144.21,-2.46,65.05
09/26/23,88.87,38104130,-0.35,89.43,88.71,89.62,88.84,143.71,-0.35,64.48
09/27/23,88.41,47111200,-0.52,89.54,88.09,89.62,88.36,142.96,-0.52,63.63
09/28/23,88.68,60238008,0.31,87.62,87.10,88.73,88.58,143.40,0.31,64.13
09/29/23,88.69,49010152,0.01,89.27,88.13,89.49,88.61,143.41,0.01,64.15
10/02/23,86.93,44704260,-1.98,87.82,86.71,87.93,86.93,141.02,-1.67,61.41
10/03/23,85.06,71362640,-2.15,86.31,84.89,86.65,85.03,137.99,-2.15,57.94
10/04/23,86.26,56281600,1.41,85.77,85.37,86.31,86.23,139.93,1.41,60.16
10/05/23,85.83,35758760,-0.50,86.11,85.64,86.19,85.76,139.24,-0.50,59.36
10/06/23,84.79,62787860,-1.21,84.20,84.06,85.69,84.73,137.55,-1.21,57.43
10/09/23,86.78,29424890,2.35,85.50,84.95,86.80,84.76,140.78,2.35,61.13
10/10/23,86.66,54743910,-0.14,85.85,85.52,87.17,86.59,140.58,-0.14,60.91
10/11/23,88.47,58517650,2.09,87.85,87.60,88.47,88.37,143.52,2.09,64.27
10/12/23,86.07,66986730,-2.71,88.05,85.93,88.19,86.00,139.63,-2.71,59.81
10/13/23,87.61,44203090,1.79,87.60,87.17,87.83,87.50,142.12,1.79,62.67
10/16/23,86.20,38309793,-1.61,86.19,85.90,86.37,86.17,139.84,-1.61,60.05
10/17/23,85.25,52949100,-1.10,84.89,84.50,85.63,85.20,138.30,-1.10,58.29
10/18/23,84.50,63724620,-0.88,84.38,83.85,84.72,84.38,137.08,-0.88,56.90
10/19/23,82.77,87696930,-2.05,83.88,82.74,84.57,82.71,134.27,-2.05,53.68
10/20/23,83.24,52188754,0.57,82.99,82.77,83.54,83.14,135.04,0.57,54.56
10/23/23,84.24,70890440,1.20,82.81,82.42,84.86,84.22,136.66,1.20,56.41
10/24/23,85.35,46267680,1.32,84.44,84.09,85.35,85.23,138.46,1.32,58.47
10/25/23,83.45,60737168,-2.23,84.02,83.13,84.13,83.39,135.38,-2.23,54.95
10/26/23,84.73,49704080,1.53,83.48,83.40,84.82,84.60,137.45,1.53,57.32
10/27/23,84.37,32362270,-0.42,84.19,83.74,84.97,84.31,136.87,-0.42,56.65
10/30/23,83.99,45026920,-0.45,83.81,83.24,84.50,83.96,136.25,-0.45,55.95
10/31/23,83.58,37269240,-0.49,84.37,83.55,84.77,83.56,135.59,-0.49,55.19
11/01/23,85.10,72308460,1.82,84.04,84.02,85.12,85.03,138.52,2.16,58.54
11/02/23,87.04,69739360,2.28,86.68,86.22,87.31,86.92,141.68,2.28,62.16
11/03/23,87.63,77692250,0.68,88.81,87.58,89.05,87.59,142.64,0.68,63.25
11/06/23,86.78,41341870,-0.97,87.07,86.60,87.20,86.80,141.25,-0.97,61.67
11/07/23,88.06,37834190,1.47,87.61,87.59,88.50,88.00,143.34,1.47,64.06
11/08/23,89.56,53893380,1.70,88.48,88.45,89.62,89.48,145.78,1.70,66.85
11/09/23,87.50,88975100,-2.30,88.94,86.74,89.03,87.40,142.42,-2.30,63.01
11/10/23,87.99,36594020,0.56,88.23,87.77,88.43,87.92,143.22,0.56,63.93
11/13/23,87.79,25661520,-0.23,87.22,86.90,87.94,87.77,142.90,-0.23,63.55
11/14/23,89.78,65666820,2.27,90.00,89.29,90.15,89.72,146.13,2.27,67.26
11/15/23,88.52,56205300,-1.40,89.01,88.31,89.14,88.48,144.08,-1.40,64.91
11/16/23,89.62,49473880,1.24,89.30,89.25,89.96,89.55,145.87,1.24,66.96
11/17/23,90.04,44100610,0.47,90.16,89.64,90.43,89.95,146.56,0.47,67.74
11/20/23,90.59,40517566,0.61,89.62,89.61,90.66,90.50,147.45,0.61,68.77
11/21/23,90.55,27720970,-0.04,90.50,89.89,90.80,90.45,147.39,-0.04,68.69
11/22/23,90.87,31215580,0.35,91.12,90.38,91.32,90.78,147.91,0.35,69.29
11/24/23,89.80,20199630,-1.18,90.10,89.79,90.26,89.74,146.17,-1.18,67.30
11/27/23,91.30,39804434,1.67,90.30,90.21,91.34,91.21,148.61,1.67,70.09
11/28/23,91.48,44989273,0.20,90.91,90.79,91.53,91.38,148.90,0.20,70.43
11/29/23,92.63,61647848,1.26,92.11,91.78,92.70,92.59,150.77,1.26,72.57
11/30/23,91.56,60520870,-1.16,91.97,91.16,92.29,91.50,149.03,-1.16,70.58
12/01/23,92.99,64172230,1.56,91.31,91.13,93.06,92.84,151.83,1.88,73.78
12/04/23,92.62,33766246,-0.40,92.49,92.09,92.83,92.54,151.22,-0.40,73.08
12/05/23,94.61,73588580,2.15,93.63,93.57,94.62,94.50,154.48,2.15,76.81
12/06/23,95.87,61606080,1.33,95.08,94.87,96.05,95.85,156.53,1.33,79.16
12/07/23,95.32,47970168,-0.57,95.18,95.06,96.08,95.22,155.63,-0.57,78.13
12/08/23,94.54,44809246,-0.82,94.42,93.91,94.72,94.43,154.36,-0.82,76.67
12/11/23,94.34,33909727,-0.21,94.01,93.53,94.44,94.26,154.03,-0.21,76.30
12/12/23,94.62,36996910,0.30,94.15,93.90,94.70,94.55,154.49,0.30,76.82
12/13/23,96.84,70828490,2.35,95.17,95.02,96.98,96.74,158.12,2.35,80.97
12/14/23,99.04,87798590,2.27,97.66,97.42,99.04,98.87,162.22,2.59,85.66
12/15/23,99.15,59941260,0.11,98.69,98.58,99.35,99.08,162.40,0.11,85.87
12/18/23,98.36,34746020,-0.80,98.50,98.02,98.50,98.36,161.10,-0.80,84.39
12/19/23,98.89,30018420,0.54,98.86,98.66,99.26,98.82,161.97,0.54,85.38
12/20/23,99.56,51229380,0.68,99.11,98.58,99.69,99.54,163.07,0.68,86.64
12/21/23,98.93,65231180,-0.63,99.74,98.75,99.84,98.86,162.04,-0.63,85.46
12/22/23,98.48,29244250,-0.46,99.38,98.24,99.38,98.42,161.29,-0.46,84.61
12/26/23,98.76,24019750,0.29,98.54,98.48,98.87,98.68,161.76,0.29,85.14
12/27/23,100.51,45082810,1.77,99.78,99.50,100.53,100.41,164.62,1.77,88.42
12/28/23,99.78,36212992,-0.73,100.09,99.56,100.57,99.70,163.43,-0.73,87.05
12/29/23,98.88,41616190,-0.90,99.13,98.80,99.82,98.77,161.95,-0.90,85.36
01/02/24,98.31,47797434,-0.58,98.23,98.00,98.65,98.28,161.02,-0.58,84.30
01/03/24,98.72,58159500,0.42,97.38,97.15,98.85,98.67,161.69,0.42,85.06
01/04/24,97.22,52604510,-1.52,97.42,97.07,97.64,97.21,159.23,-1.52,82.25
01/05/24,96.29,45894800,-0.96,96.50,96.21,97.68,96.29,157.71,-0.96,80.51
01/08/24,97.24,39485848,0.99,96.23,96.09,97.38,97.16,159.27,0.99,82.29
01/09/24,96.62,34373953,-0.64,96.64,96.59,97.17,96.65,158.25,-0.64,81.13
01/10/24,96.17,48227800,-0.47,96.92,96.12,97.05,96.11,157.51,-0.47,80.28
01/11/24,96.71,78858914,0.56,96.17,95.71,96.83,96.61,158.40,0.56,81.30
01/12/24,96.52,38883930,-0.20,96.78,96.27,97.27,96.45,158.09,-0.20,80.94
01/16/24,94.82,61716700,-1.76,95.62,94.51,95.79,94.76,155.30,-1.76,77.75
01/17/24,94.67,55506810,-0.16,94.60,94.16,95.00,94.64,155.06,-0.16,77.47
01/18/24,93.79,77339055,-0.93,94.46,93.51,94.58,93.76,153.62,-0.93,75.82
01/19/24,94.09,47030910,0.32,93.71,93.26,94.17,94.05,154.11,0.32,76.39
01/22/24,94.65,35756420,0.60,94.82,94.39,95.08,94.58,155.03,0.60,77.44
01/23/24,93.90,35786754,-0.79,93.89,93.43,93.99,93.84,153.80,-0.79,76.03
01/24/24,93.35,54574910,-0.59,94.51,93.10,94.54,93.32,152.90,-0.59,75.00
01/25/24,93.96,57019406,0.65,94.00,93.57,94.22,93.88,153.89,0.65,76.14
01/26/24,93.78,29276870,-0.19,93.93,93.49,94.07,93.73,153.60,-0.19,75.80
01/29/24,94.86,38243550,1.15,94.31,94.12,95.17,94.81,155.37,1.15,77.83
01/30/24,95.72,40151420,0.91,95.48,94.74,95.84,95.68,156.78,0.91,79.44
01/31/24,96.66,80646720,0.98,96.22,96.00,96.91,96.52,158.32,0.98,81.20
02/01/24,98.24,84291220,1.63,97.42,97.19,98.67,98.11,161.41,1.96,84.75
02/02/24,96.07,63823246,-2.21,96.27,95.69,96.62,96.04,157.85,-2.21,80.67
02/05/24,94.13,53827360,-2.02,94.63,94.02,94.85,94.11,154.66,-2.02,77.02
02/06/24,95.05,33411470,0.98,94.24,94.21,95.15,94.93,156.17,0.98,78.75
02/07/24,94.59,40120220,-0.48,94.57,94.52,95.23,94.53,155.42,-0.48,77.88
02/08/24,94.04,50087688,-0.58,94.02,93.66,94.30,93.94,154.51,-0.58,76.85
02/09/24,93.85,27951310,-0.20,93.76,93.66,94.01,93.79,154.20,-0.20,76.49
02/12/24,93.96,27890270,0.12,93.90,93.50,94.14,93.92,154.38,0.12,76.70
02/13/24,92.35,49768460,-1.71,92.86,92.33,93.06,92.34,151.74,-1.71,73.67
02/14/24,92.82,44191550,0.51,92.30,92.23,93.05,92.75,152.51,0.51,74.55
02/15/24,93.30,49598490,0.52,93.56,93.00,93.72,93.21,153.30,0.52,75.46
02/16/24,92.76,33116770,-0.58,92.48,92.34,92.85,92.69,152.41,-0.58,74.44
02/20/24,92.84,24469330,0.09,92.79,92.72,93.19,92.80,152.54,0.09,74.59
02/21/24,92.18,36404240,-0.71,92.83,92.01,92.90,92.11,151.46,-0.71,73.35
02/22/24,92.63,45190660,0.49,92.33,92.27,92.76,92.51,152.20,0.49,74.20
02/23/24,93.87,38406710,1.34,92.75,92.75,94.00,93.78,154.23,1.34,76.53
02/26/24,93.59,27855040,-0.30,94.00,93.19,94.03,93.54,153.77,-0.30,76.00
02/27/24,92.93,30241950,-0.71,93.24,92.85,93.47,92.89,152.69,-0.71,74.76
02/28/24,93.52,34574180,0.63,93.08,92.90,93.60,93.47,153.66,0.63,75.87
02/29/24,94.18,51038610,0.71,93.82,93.78,94.30,94.07,154.74,0.71,77.11
03/01/24,94.47,45832793,0.31,93.44,93.01,94.51,94.38,155.70,0.62,78.21
03/04/24,94.09,23864210,-0.40,93.70,93.68,94.16,94.05,155.08,-0.40,77.50
03/05/24,95.43,37721848,1.42,95.23,94.97,95.68,95.37,157.29,1.42,80.02
03/06/24,95.99,40571580,0.59,95.49,95.41,96.17,95.91,158.21,0.59,81.08
03/07/24,95.90,39075047,-0.09,96.36,95.48,96.40,95.82,158.06,-0.09,80.91
03/08/24,95.73,25023230,-0.18,95.80,95.48,96.05,95.68,157.78,-0.18,80.59
03/11/24,95.68,17787920,-0.05,95.96,95.37,96.01,95.62,157.70,-0.05,80.49
03/12/24,94.88,29566000,-0.84,95.04,94.69,95.21,94.83,156.38,-0.84,78.99
03/13/24,94.42,38270060,-0.48,94.50,94.21,94.74,94.36,155.62,-0.48,78.12
03/14/24,92.97,58365560,-1.54,93.73,92.86,93.75,92.89,153.23,-1.54,75.38
03/15/24,92.94,34997710,-0.03,93.06,92.79,93.19,92.89,153.18,-0.03,75.33
03/18/24,92.66,29519540,-0.30,92.73,92.50,92.99,92.60,152.72,-0.30,74.80
03/19/24,92.92,26953130,0.28,92.85,92.69,93.27,92.87,153.15,0.28,75.29
03/20/24,92.89,43460080,-0.03,93.10,92.29,93.79,92.83,153.10,-0.03,75.23
03/21/24,93.09,34276640,0.22,93.27,92.73,93.43,92.98,153.43,0.22,75.61
03/22/24,93.98,30262280,0.96,94.19,93.78,94.21,93.87,154.90,0.96,77.29
03/25/24,93.51,24011760,-0.50,93.71,93.30,93.75,93.45,154.12,-0.50,76.40
03/26/24,93.77,34423000,0.28,93.51,93.28,93.87,93.78,154.55,0.28,76.89
03/27/24,94.70,50157820,0.99,93.99,93.94,94.70,94.57,156.08,0.99,78.65
03/28/24,94.62,34540434,-0.08,94.49,94.32,95.02,94.59,155.95,-0.08,78.49
04/01/24,92.55,48945450,-2.19,93.29,92.46,93.30,92.51,153.05,-1.86,75.18
04/02/24,92.04,43086300,-0.55,91.57,91.34,92.20,92.03,152.21,-0.55,74.21
04/03/24,92.02,45494440,-0.02,91.26,91.05,92.05,91.97,152.18,-0.02,74.18
04/04/24,92.68,47957406,0.72,92.63,92.04,92.76,92.61,153.27,0.72,75.43
04/05/24,91.39,42495900,-1.39,91.69,91.38,92.18,91.33,151.14,-1.39,72.98
04/08/24,91.38,37879800,-0.01,91.23,91.13,91.59,91.34,151.12,-0.01,72.96
04/09/24,92.23,32537020,0.93,91.87,91.84,92.36,92.17,152.53,0.93,74.57
04/10/24,90.22,74368945,-2.18,91.20,90.05,91.30,90.19,149.20,-2.18,70.77
04/11/24,89.81,65751180,-0.45,90.38,89.51,90.44,89.73,148.52,-0.45,69.99
04/12/24,90.29,47900113,0.53,90.64,90.28,90.95,90.24,149.32,0.53,70.90
04/15/24,88.89,55993060,-1.55,89.22,88.52,89.26,88.87,147.00,-1.55,68.25
04/16/24,88.30,45103240,-0.66,88.05,87.79,88.58,88.29,146.03,-0.66,67.13
04/17/24,89.28,57946992,1.11,88.87,88.46,89.38,89.25,147.65,1.11,68.99
04/18/24,88.83,43839450,-0.50,89.24,88.59,89.27,88.74,146.90,-0.50,68.14
04/19/24,89.15,44826770,0.36,89.39,88.91,89.39,89.08,147.43,0.36,68.74
04/22/24,89.00,24969050,-0.17,88.68,88.65,89.12,88.96,147.18,-0.17,68.46
04/23/24,89.03,27222720,0.03,88.73,88.55,89.54,88.95,147.23,0.03,68.52
04/24/24,88.40,48986760,-0.71,88.56,87.50,88.63,88.31,146.19,-0.71,67.32
04/25/24,87.78,49282640,-0.70,87.46,87.34,87.90,87.71,145.17,-0.70,66.15
04/26/24,88.24,31589820,0.52,88.25,88.05,88.61,88.20,145.93,0.52,67.02
04/29/24,88.98,39228620,0.84,88.66,88.48,89.02,88.92,147.15,0.84,68.42
04/30/24,88.22,41054670,-0.85,88.42,88.10,88.73,88.25,145.89,-0.85,66.98
05/01/24,88.56,59679510,0.39,88.60,88.24,89.21,88.50,146.96,0.73,68.21
05/02/24,88.94,58925390,0.43,88.21,88.03,89.01,88.84,147.60,0.43,68.93
05/03/24,89.84,50066080,1.01,89.93,89.27,90.12,89.71,149.09,1.01,70.64
05/06/24,90.19,23868190,0.39,89.87,89.67,90.25,90.11,149.67,0.39,71.31
05/07/24,90.74,30525830,0.61,90.90,90.61,91.24,90.69,150.58,0.61,72.35
05/08/24,90.19,31171660,-0.61,90.31,90.16,90.46,90.13,149.67,-0.61,71.31
05/09/24,90.63,39606720,0.49,89.87,89.82,90.77,90.51,150.40,0.49,72.14
05/10/24,90.12,21913760,-0.56,90.28,89.96,90.38,90.06,149.55,-0.56,71.17
05/13/24,90.35,23157500,0.26,90.55,90.31,90.61,90.29,149.94,0.26,71.61
05/14/24,90.86,25746390,0.56,90.65,90.42,90.92,90.79,150.78,0.56,72.58
05/15/24,92.10,65142887,1.36,91.87,91.63,92.26,92.08,152.84,1.36,74.93
05/16/24,92.01,37902434,-0.10,92.39,91.94,92.42,91.97,152.69,-0.10,74.76
05/17/24,91.39,24755010,-0.67,91.64,91.34,91.80,91.33,151.66,-0.67,73.58
05/20/24,91.12,17922810,-0.30,91.08,91.01,91.32,91.08,151.21,-0.30,73.07
05/21/24,91.59,15334430,0.52,91.73,91.43,91.77,91.55,151.99,0.52,73.96
05/22/24,91.70,38073720,0.12,91.27,91.26,91.78,91.65,152.18,0.12,74.17
05/23/24,91.11,51294660,-0.64,91.80,90.82,91.80,91.06,151.20,-0.64,73.05
05/24/24,91.38,19164430,0.30,90.97,90.90,91.47,91.29,151.64,0.30,73.57
05/28/24,90.07,45973740,-1.43,91.33,90.03,91.36,90.04,149.47,-1.43,71.08
05/29/24,88.98,45508380,-1.21,89.34,88.68,89.40,88.99,147.66,-1.21,69.01
05/30/24,89.84,29571650,0.97,89.60,89.44,89.97,89.81,149.09,0.97,70.64
05/31/24,90.45,41308832,0.68,90.48,90.25,90.66,90.52,150.10,0.68,71.80
06/03/24,91.60,42272090,1.27,90.64,90.61,91.67,91.53,152.52,1.61,74.57
06/04/24,92.67,42581460,1.17,92.20,91.99,92.80,92.60,154.30,1.17,76.61
06/05/24,93.35,43153860,0.73,93.00,92.39,93.35,93.27,155.44,0.73,77.90
06/06/24,93.21,22891860,-0.15,92.92,92.86,93.43,93.23,155.20,-0.15,77.64
06/07/24,91.50,35240480,-1.83,91.83,91.40,91.83,91.45,152.35,-1.83,74.38
06/10/24,90.89,20593240,-0.67,91.00,90.65,91.06,90.86,151.34,-0.67,73.22
06/11/24,91.83,30329210,1.03,91.03,90.92,91.87,91.78,152.90,1.03,75.01
06/12/24,92.52,42554580,0.75,93.02,92.49,93.57,92.49,154.05,0.75,76.32
06/13/24,93.88,33093760,1.47,93.22,92.95,93.99,93.82,156.32,1.47,78.91
06/14/24,94.67,28776710,0.84,94.42,94.24,94.84,94.61,157.63,0.84,80.42
06/17/24,93.73,31040200,-0.99,93.52,93.28,93.81,93.69,156.07,-0.99,78.63
06/18/24,94.59,26881040,0.92,93.89,93.73,94.60,94.52,157.50,0.92,80.27
06/20/24,93.96,30246270,-0.67,93.41,93.34,94.00,93.91,156.45,-0.67,79.07
06/21/24,93.96,22830880,,94.24,93.59,94.48,93.91,156.45,,79.07
06/24/24,94.34,56939100,0.40,94.05,93.74,94.34,94.27,157.08,0.40,79.79
06/25/24,94.50,23160000,0.17,94.07,94.04,94.55,94.45,157.35,0.17,80.10
06/26/24,93.15,38489140,-1.43,93.28,93.11,93.47,93.13,155.10,-1.43,77.52
06/27/24,93.52,23140770,0.40,93.52,93.42,93.71,93.47,155.72,0.40,78.23
06/28/24,91.78,55119550,-1.86,93.73,91.78,93.77,91.77,152.82,-1.86,74.91
07/01/24,89.91,49735380,-2.04,90.42,89.82,91.08,89.92,150.19,-1.72,71.90
